所管,組織,項コード,主要経費別分類コード,目的別分類コード,財政法公債金対象非対象別分類コード,経済性質別分類コード,使途別分類コード,目別分類コード,項名,目名,令和6年度要求額,前年度予算額(千円),比較増△減額(千円)
法務省,矯正官署,041,95,014,2,11,1,05,矯正官署共通費,短時間勤務職員給与,1560788,1312676,248112
法務省,矯正官署,041,95,089,2,11,1,05,矯正官署共通費,児童手当,2205175,1926270,278905
法務省,矯正官署,041,95,014,2,12,9,06,矯正官署共通費,諸謝金,35857,32065,3792
法務省,矯正官署,041,95,014,2,95,9,07,矯正官署共通費,褒賞品費,1889,1889,0
法務省,矯正官署,041,95,014,2,12,2,08,矯正官署共通費,職員旅費,249430,247249,2181
法務省,矯正官署,041,95,014,2,12,2,08,矯正官署共通費,赴任旅費,372097,372097,0
法務省,矯正官署,041,95,014,2,12,3,09,矯正官署共通費,庁費,2577568,2429872,147696
法務省,矯正官署,041,95,014,2,12,3,09,矯正官署共通費,情報処理業務庁費,30718,30694,24
法務省,矯正官署,041,95,014,2,12,3,09,矯正官署共通費,土地建物借料,349,348,1
法務省,矯正官署,041,95,199,2,13,3,09,矯正官署共通費,自動車重量税,21008,20757,251
法務省,矯正官署,041,95,014,2,12,3,09,矯正官署共通費,庁舎等撤去費,0,144045,-144045
法務省,矯正官署,041,95,029,2,13,5,16,矯正官署共通費,国有資産所在市町村交付金,33862,27637,6225
法務省,矯正官署,041,95,014,2,12,9,17,矯正官署共通費,交際費,168,168,0
法務省,矯正官署,042,95,014,2,12,9,06,矯正管理業務費,諸謝金,56709,51989,4720
法務省,矯正官署,042,95,014,2,12,2,08,矯正管理業務費,職員旅費,213102,203389,9713
法務省,矯正官署,042,95,014,2,12,2,08,矯正管理業務費,赴任旅費,261416,201756,59660
法務省,矯正官署,042,95,014,2,12,2,08,矯正管理業務費,委員等旅費,55630,53559,2071
法務省,矯正官署,042,95,014,2,12,3,09,矯正管理業務費,矯正管理業務庁費,5647939,8153645,-2505706
法務省,矯正官署,042,95,014,2,12,3,09,矯正管理業務費,看守等被服費,837640,836354,1286
法務省,矯正官署,042,95,014,2,12,3,09,矯正管理業務費,調査活動費,412,412,0
法務省,矯正官署,043,95,014,2,12,9,06,矯正収容費,諸謝金,935114,940187,-5073
法務省,矯正官署,043,95,014,2,12,9,06,矯正収容費,被収容者作業報奨金,1439861,1563489,-123628
法務省,矯正官署,043,95,014,2,12,9,06,矯正収容費,職業能力習得報奨金,5557,4934,623
法務省,矯正官署,043,95,014,2,71,9,06,矯正収容費,被収容者作業死傷手当,11296,11156,140
法務省,矯正官署,043,95,014,2,71,9,06,矯正収容費,矯正教育死傷手当,1005,993,12
法務省,矯正官署,043,95,014,2,12,9,06,矯正収容費,職業補導賞与金,0,45,-45
法務省,矯正官署,043,95,014,2,71,9,06,矯正収容費,職業補導死傷手当,0,49,-49
法務省,矯正官署,043,95,014,2,12,2,08,矯正収容費,収容業務旅費,425952,474047,-48095
法務省,矯正官署,043,95,014,2,12,2,08,矯正収容費,作業業務旅費,119313,119313,0
法務省,矯正官署,043,95,014,2,12,2,08,矯正収容費,護送旅費,355718,365134,-9416
法務省,矯正官署,043,95,014,2,12,2,08,矯正収容費,被収容者旅費,92106,95576,-3470
法務省,矯正官署,043,95,014,2,12,2,08,矯正収容費,帰住旅費,18516,19729,-1213
法務省,矯正官署,043,95,014,2,12,3,09,矯正収容費,収容諸費,22783640,25037644,-2254004
法務省,矯正官署,043,95,014,2,12,3,09,矯正収容費,作業諸費,2958845,3393602,-434757
法務省,矯正官署,043,95,014,2,12,3,09,矯正収容費,被収容者被服費,349190,370858,-21668
法務省,矯正官署,043,95,014,2,12,3,09,矯正収容費,作業場等借料,15319,10301,5018
法務省,矯正官署,043,95,014,2,12,3,09,矯正収容費,被収容者食糧費,7933975,8185162,-251187
法務省,矯正官署,043,95,014,2,12,3,10,矯正収容費,原材料費,171184,175447,-4263
法務省,矯正官署,043,95,014,2,95,9,18,矯正収容費,賠償償還及払戻金,100,100,0
法務省,矯正官署,043,95,014,2,12,9,18,矯正収容費,都道府県警察実費弁償金,3890555,4479735,-589180
法務省,矯正官署,044,95,014,2,12,2,08,矯正施設民間開放推進費,職員旅費,0,330,-330
法務省,矯正官署,044,95,014,2,12,3,09,矯正施設民間開放推進費,矯正管理業務庁費,2234093,2496189,-262096
法務省,矯正官署,044,95,014,2,12,3,09,矯正施設民間開放推進費,公共施設等維持管理運営費,13068099,12699249,368850
法務省,更生保護官署,051,95,014,2,11,1,02,更生保護官署共通費,職員基本給,8521434,8444633,76801
法務省,更生保護官署,051,95,014,2,11,1,03,更生保護官署共通費,職員諸手当,4565446,4454881,110565
法務省,更生保護官署,051,95,014,2,11,1,04,更生保護官署共通費,超過勤務手当,337219,333116,4103
法務省,更生保護官署,051,95,014,2,11,1,05,更生保護官署共通費,委員手当,27619,27476,143
法務省,更生保護官署,051,95,014,2,11,1,05,更生保護官署共通費,短時間勤務職員給与,392849,337220,55629
法務省,更生保護官署,051,95,089,2,11,1,05,更生保護官署共通費,児童手当,99085,92270,6815
法務省,更生保護官署,051,95,014,2,12,2,08,更生保護官署共通費,職員旅費,16036,16159,-123
法務省,更生保護官署,051,95,014,2,12,2,08,更生保護官署共通費,赴任旅費,74155,70637,3518
法務省,更生保護官署,051,95,014,2,12,2,08,更生保護官署共通費,委員旅費,1535,1535,0
法務省,更生保護官署,051,95,014,2,12,3,09,更生保護官署共通費,庁費,822044,779519,42525
法務省,更生保護官署,051,95,014,2,12,3,09,更生保護官署共通費,情報処理業務庁費,4532,4817,-285
法務省,更生保護官署,051,95,014,2,12,3,09,更生保護官署共通費,土地建物借料,660,633,27
法務省,更生保護官署,051,95,014,2,12,3,09,更生保護官署共通費,公共施設等維持管理運営費,31131,31790,-659
法務省,更生保護官署,051,95,199,2,13,3,09,更生保護官署共通費,自動車重量税,396,0,396
法務省,更生保護官署,051,95,029,2,13,5,16,更生保護官署共通費,国有資産所在市町村交付金,21,22,-1
法務省,更生保護官署,051,95,014,2,12,9,17,更生保護官署共通費,交際費,980,980,0
法務省,更生保護官署,052,95,014,2,12,9,06,更生保護活動費,諸謝金,82009,82852,-843
法務省,更生保護官署,052,95,014,2,60,9,06,更生保護活動費,保護観察対象者等職業補導給付金,529956,577738,-47782
法務省,更生保護官署,052,95,014,2,60,9,06,更生保護活動費,食事費給与金,548,582,-34
法務省,更生保護官署,052,95,014,2,95,9,07,更生保護活動費,褒賞品費,18349,19208,-859
法務省,更生保護官署,052,95,014,2,12,2,08,更生保護活動費,更生保護業務旅費,174646,170476,4170
法務省,更生保護官署,052,95,014,2,12,2,08,更生保護活動費,研修生旅費,35704,35528,176
法務省,更生保護官署,052,95,014,2,12,2,08,更生保護活動費,参考人等旅費,117,117,0
法務省,更生保護官署,052,95,014,2,12,2,08,更生保護活動費,帰住援護旅費,3362,3378,-16
法務省,更生保護官署,052,95,014,2,12,3,09,更生保護活動費,更生保護業務庁費,2077537,1940027,137510
法務省,更生保護官署,052,95,014,2,12,3,09,更生保護活動費,被保護者被服費,5595,6263,-668
法務省,更生保護官署,052,95,014,2,12,3,09,更生保護活動費,保護観察所入所者食糧費,12551,12551,0
法務省,更生保護官署,052,95,014,2,12,5,14,更生保護活動費,更生保護委託費,5392954,5462470,-69516
法務省,更生保護官署,052,95,014,2,12,9,18,更生保護活動費,保護司実費弁償金,4287857,4374925,-87068
法務省,法務局,061,95,014,2,11,1,02,法務局共通費,職員基本給,38593449,38368478,224971
法務省,法務局,061,95,014,2,11,1,03,法務局共通費,職員諸手当,20137379,19808923,328456
法務省,法務局,061,95,014,2,11,1,04,法務局共通費,超過勤務手当,3459420,3449294,10126
法務省,法務局,061,95,014,2,11,1,05,法務局共通費,短時間勤務職員給与,2349322,2571294,-221972
法務省,法務局,061,95,089,2,11,1,05,法務局共通費,児童手当,321975,339215,-17240
法務省,法務局,061,95,014,2,12,9,06,法務局共通費,諸謝金,16964,16537,427
法務省,法務局,061,95,014,2,95,9,07,法務局共通費,褒賞品費,44,44,0
法務省,法務局,061,95,014,2,12,2,08,法務局共通費,職員旅費,149415,177312,-27897
法務省,法務局,061,95,014,2,12,2,08,法務局共通費,赴任旅費,257192,257192,0
法務省,法務局,061,95,014,2,12,3,09,法務局共通費,庁費,5044236,4868411,175825
法務省,法務局,061,95,014,2,12,3,09,法務局共通費,情報処理業務庁費,698534,1050684,-352150
法務省,法務局,061,95,014,2,12,3,09,法務局共通費,庁舎等撤去費,8518,35273,-26755
法務省,法務局,061,95,014,2,12,3,09,法務局共通費,土地建物借料,262971,266296,-3325
法務省,法務局,061,95,014,2,12,3,09,法務局共通費,公共施設等維持管理運営費,61663,60387,1276
法務省,法務局,061,95,199,2,13,3,09,法務局共通費,自動車重量税,873,1013,-140
法務省,法務局,061,95,029,2,13,5,16,法務局共通費,国有資産所在市町村交付金,7630,7885,-255
法務省,法務局,061,95,014,2,12,9,17,法務局共通費,交際費,1244,1244,0
法務省,法務局,064,95,014,2,11,1,05,登記事務処理費,委員手当,508614,549555,-40941
法務省,法務局,064,95,014,2,12,9,06,登記事務処理費,諸謝金,1198,1235,-37
法務省,法務局,064,95,014,2,12,2,08,登記事務処理費,登記業務旅費,90297,105091,-14794
法務省,法務局,064,95,014,2,12,2,08,登記事務処理費,委員等旅費,13556,27885,-14329
法務省,法務局,064,95,014,2,12,3,09,登記事務処理費,登記業務庁費,14057068,14727676,-670608
法務省,法務局,064,95,014,2,12,3,09,登記事務処理費,土地建物借料,108919,119675,-10756
法務省,法務局,064,95,014,2,12,5,14,登記事務処理費,登記事項証明書交付事務等委託費,7869142,7859015,10127
法務省,法務局,062,95,014,2,12,2,08,国籍等事務処理費,民事業務旅費,19645,21907,-2262
法務省,法務局,062,95,014,2,12,3,09,国籍等事務処理費,民事業務庁費,708795,916035,-207240
法務省,法務局,062,95,014,2,82,5,16,国籍等事務処理費,社会保障・税番号制度システム整備費補助金,0,11789533,-11789533
法務省,法務局,062,95,014,2,91,9,25,国籍等事務処理費,供託金利子,35000,50000,-15000
法務省,法務局,063,95,014,2,12,2,08,人権擁護活動費,人権擁護業務旅費,24720,25461,-741
法務省,法務局,063,95,014,2,12,3,09,人権擁護活動費,人権擁護業務庁費,879354,928934,-49580
法務省,法務局,063,95,014,2,12,9,18,人権擁護活動費,人権擁護委員実費弁償金,1330528,1324849,5679
法務省,出入国在留管理庁,101,95,014,2,11,1,02,出入国在留管理庁共通費,職員基本給,24682046,24149805,532241
法務省,出入国在留管理庁,101,95,014,2,11,1,03,出入国在留管理庁共通費,職員諸手当,12194682,11954765,239917
法務省,出入国在留管理庁,101,95,014,2,11,1,04,出入国在留管理庁共通費,超過勤務手当,4548120,4412735,135385
法務省,出入国在留管理庁,101,95,014,2,11,1,05,出入国在留管理庁共通費,短時間勤務職員給与,87046,59464,27582
法務省,出入国在留管理庁,101,95,089,2,11,1,05,出入国在留管理庁共通費,児童手当,234080,225495,8585
法務省,出入国在留管理庁,101,95,014,2,12,9,06,出入国在留管理庁共通費,諸謝金,6813,2826,3987
法務省,出入国在留管理庁,101,95,014,2,95,9,07,出入国在留管理庁共通費,報償費,106,106,0
法務省,出入国在留管理庁,101,95,014,2,12,2,08,出入国在留管理庁共通費,職員旅費,128837,131772,-2935
法務省,出入国在留管理庁,101,95,014,2,12,2,08,出入国在留管理庁共通費,赴任旅費,204906,204906,0
法務省,出入国在留管理庁,101,95,014,2,12,3,09,出入国在留管理庁共通費,庁費,1204278,1185632,18646
法務省,出入国在留管理庁,101,95,014,2,12,3,09,出入国在留管理庁共通費,情報処理業務庁費,15022,15352,-330
法務省,出入国在留管理庁,101,95,014,2,12,3,09,出入国在留管理庁共通費,土地建物借料,17297,17144,153
法務省,出入国在留管理庁,101,95,014,2,12,3,09,出入国在留管理庁共通費,公共施設等維持管理運営費,14983,14999,-16
法務省,出入国在留管理庁,101,95,199,2,13,3,09,出入国在留管理庁共通費,自動車重量税,4090,4084,6
法務省,出入国在留管理庁,101,95,029,2,13,5,16,出入国在留管理庁共通費,国有資産所在市町村交付金,429,367,62
法務省,出入国在留管理庁,101,95,014,2,12,9,17,出入国在留管理庁共通費,交際費,168,168,0
法務省,出入国在留管理庁,102,95,014,2,11,1,05,出入国管理企画調整推進費,委員手当,130077,110921,19156
法務省,出入国在留管理庁,102,95,014,2,12,9,06,出入国管理企画調整推進費,諸謝金,115567,115614,-47
法務省,出入国在留管理庁,102,95,014,2,12,2,08,出入国管理企画調整推進費,職員旅費,25456,25523,-67
法務省,出入国在留管理庁,102,95,014,2,12,2,08,出入国管理企画調整推進費,委員等旅費,12402,12490,-88
法務省,出入国在留管理庁,102,95,014,2,12,2,08,出入国管理企画調整推進費,外国人招へい旅費,574,574,0
法務省,出入国在留管理庁,102,95,014,2,12,3,09,出入国管理企画調整推進費,出入国管理業務庁費,574706,565181,9525
法務省,出入国在留管理庁,102,95,014,2,12,3,09,出入国管理企画調整推進費,招へい外国人滞在費,144,144,0
法務省,出入国在留管理庁,102,95,014,2,12,3,09,出入国管理企画調整推進費,調査活動費,547,547,0
法務省,出入国在留管理庁,102,95,014,2,12,5,14,出入国管理企画調整推進費,中長期在留者住居地届出等事務委託費,1237243,1195835,41408
法務省,出入国在留管理庁,102,95,014,2,12,5,14,出入国管理企画調整推進費,政府開発援助難民等救援業務委託費,1203603,835051,368552
法務省,出入国在留管理庁,102,95,014,2,71,5,16,出入国管理企画調整推進費,特定技能試験実施費補助金,47409,47409,0
法務省,出入国在留管理庁,102,95,014,2,30,5,16,出入国管理企画調整推進費,外国人技能実習機構交付金,39997,39997,0
法務省,出入国在留管理庁,102,95,014,2,81,5,16,出入国管理企画調整推進費,外国人受入環境整備交付金,1100000,1100000,0
法務省,出入国在留管理庁,103,95,014,2,11,1,05,出入国管理業務費,非常勤職員手当,39723,28839,10884
法務省,出入国在留管理庁,103,95,014,2,12,9,06,出入国管理業務費,諸謝金,410293,385980,24313
法務省,出入国在留管理庁,103,95,014,2,12,2,08,出入国管理業務費,出入国管理業務旅費,147240,176360,-29120
法務省,出入国在留管理庁,103,95,014,2,12,2,08,出入国管理業務費,護送旅費,187523,151461,36062
法務省,出入国在留管理庁,103,95,014,2,12,2,08,出入国管理業務費,証人等旅費,56,56,0
